IdBundesland,Bundesland,Landkreis,Altersgruppe,Geschlecht,AnzahlFall,AnzahlTodesfall,ObjectId,Meldedatum,IdLandkreis,Datenstand,NeuerFall,NeuerTodesfall
2,Hamburg,SK Hamburg,A35-A59,M,31,0,738361,2020-03-31T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,1,1,738362,2020-04-01T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,0
2,Hamburg,SK Hamburg,A35-A59,M,24,0,738363,2020-04-01T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,24,0,738364,2020-04-02T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,6,0,738365,2020-04-02T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",1,-9
2,Hamburg,SK Hamburg,A35-A59,M,2,0,738366,2020-04-03T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,25,0,738367,2020-04-03T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",1,-9
2,Hamburg,SK Hamburg,A35-A59,M,15,0,738368,2020-04-04T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",1,-9
2,Hamburg,SK Hamburg,A35-A59,unbekannt,1,0,738369,2020-03-23T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,unbekannt,1,0,738370,2020-03-26T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,unbekannt,1,0,738371,2020-03-28T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
